date	AAPL	SPY	TSLA	SPOT	GOOG	NVDA
2023-10-01	-0.0025700210825064795	-0.018257987434345258	-0.1973463537763216	0.06544228632391547	-0.04967774224105781	-0.06243003569062766
2023-11-01	0.11231482379585	0.0913439289820448	0.19537943740621855	0.12351302975232437	0.06879474535405383	0.14688582200613842
2023-12-01	0.014917974502046683	0.041432977546486116	0.03498831153123483	0.015126157649643757	0.052344723079333466	0.05884121879453663
2024-01-01	-0.04222737099514462	0.02004536585564498	-0.24625725810339172	0.14602736366685143	0.006173342400929149	0.2425266749908921
2024-02-01	-0.019793827819225007	0.05218691745251891	0.07790064669600238	0.19066634035225793	-0.014245474065423869	0.2858094897827532
2024-03-01	-0.05007574799817982	0.029503304864872515	-0.12923524353897475	0.029210990707855267	0.08928323763785628	0.14212761014345143
2024-04-01	-0.006706317788891303	-0.0373379585954392	0.042607689739043275	0.06267528960766011	0.08130824106098378	-0.04371536645853813
2024-05-01	0.1286913106076184	0.05057982186801224	-0.02837187354253501	0.058265569090146574	0.05660842456183235	0.26887108088361367
2024-06-01	0.09703861788471646	0.031950837775521324	0.11118599982126098	0.05731521610482471	0.05438021627638823	0.1268504206215788
2024-07-01	0.054410857279600044	0.01537428418782727	0.17278149180183244	0.09608334579004962	-0.054917402131723136	-0.052698624401503746
2024-08-01	0.03115998657642427	0.023365467905647863	-0.07739046902676983	-0.0030819257750466234	-0.04643373059985256	0.020082108099932938
2024-09-01	0.01864499119392593	0.017882592318115398	0.22194201175563166	0.07480749396644137	0.012597792728167523	0.017341017180095175
2024-10-01	-0.030429263422064645	-0.005883677047746616	-0.045025412068364634	0.0449624382793925	0.034256230045719205	0.09330830121521272
2024-11-01	0.05055109867891994	0.0596335230039704	0.3814688622385134	0.23853540352027514	-0.012739482642833977	0.0413528406323993
2024-12-01	0.05631618216377676	-0.027333893555647304	0.17000808915631316	-0.062017752227026324	0.11701552868888099	-0.02864378237512566
2025-01-01	-0.0575832459308947	0.030312516227285258	0.0018819576379678349	0.2261388122087773	0.08082994221620021	-0.1058286564661125
2025-02-01	0.024745736801691898	-0.01269487750556797	-0.2758773935575025	0.10839490164221344	-0.16235401939043537	0.04039306589811753
2025-03-01	-0.08049027800765929	-0.058551307867874325	-0.11543452131892018	-0.09536024002483123	-0.09284639961237029	-0.13240468390472326
2025-04-01	-0.043353014323267214	-0.005687974830264064	0.08874826236685496	0.11626629050349258	0.031001022050444638	0.005074880180938379
2025-05-01	-0.054823520350522736	0.06284494761614745	0.2278848417863253	0.0833252480653015	0.07433654771223797	0.24063535721768625
2025-06-01	0.02284809757847306	0.04828708209706534	-0.08312644606383923	0.1536518777344189	0.026265527034907477	0.1691704313761362
2025-07-01	0.011697684229461602	0.02605593808629658	-0.02955995259140498	-0.18349107814057142	0.0885158077260475	0.1259088635774015
2025-08-01	0.11836969206470438	0.020519507582030583	0.08304410748975077	0.08832640980022766	0.10717618014896901	-0.02074550257324248
